empresa,arquivo_origem,nomes_planos,caminho_completo
PORTO SEGURO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE REMUNERAÇÃO EM AÇÕES 1"", ""Plano de Remuneração em Ações""]",./PORTO SEGURO S.A/Plano_Remuneracao_2.pdf
PORTO SEGURO S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE REMUNERAÇÃO EM AÇÕES 1"", ""Plano de Remuneração em Ações\"" (\""Plano\"") estabelece as regras aplicáveis à atribuição de Ações a administradores""]",./PORTO SEGURO S.A/Plano_Remuneracao_3.pdf
PORTO SEGURO S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE REMUNERAÇÃO EM AÇÕES Conforme Instrução CVM nº 567"", ""Plano de Remuneração em Ações""]",./PORTO SEGURO S.A/Plano_Remuneracao_4.pdf
POSITIVO TECNOLOGIA S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações da Companhia (“Plano"", ""plano de remuneração baseado em ações""]",./POSITIVO TECNOLOGIA S.A/Item_8-4_FRE.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA POSITIVO TECNOLOGIA S"", ""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES 1"", ""Plano de Outorga de Opções de Compra de Ações (“Plano""]",./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_1.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_2.pdf,[],./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_2.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_4.pdf,[],./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_4.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_5.pdf,[],./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_5.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_6.pdf,[],./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_6.pdf
POSITIVO TECNOLOGIA S.A,Plano_Remuneracao_7.pdf,[],./POSITIVO TECNOLOGIA S.A/Plano_Remuneracao_7.pdf
PRINER SERVIÇOS INDUSTRIAIS S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de incentivo de longo prazo por meio de Programas Anuais de Outorga de Opção de Compra de Ações (Stock Options"", ""plano de remuneração baseado em ações""]",./PRINER SERVIÇOS INDUSTRIAIS S.A/Item_8-4_FRE.pdf
PRINER SERVIÇOS INDUSTRIAIS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES (STOCK OPTIONS) PRINER SERVIÇOS INDUSTRIAIS S"", ""Plano de Incentivo de Longo Prazo de Outorga de Opção de Compra de Ações (Stock Options) da Priner Serviços Industriais S""]",./PRINER SERVIÇOS INDUSTRIAIS S.A/Plano_Remuneracao_1.pdf
PRINER SERVIÇOS INDUSTRIAIS S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES Conforme Ata de Assembleia Geral Extraordinária realizada em 08 de julho de 2020 A Priner Serviços Industriais S"", ""Plano de Opção de Ações da Companhia (“Plano""]",./PRINER SERVIÇOS INDUSTRIAIS S.A/Plano_Remuneracao_2.pdf
PRINER SERVIÇOS INDUSTRIAIS S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES PRINER SERVIÇOS INDUSTRIAIS S"", ""Plano de Opção de Ações da Priner Serviços Industriais S""]",./PRINER SERVIÇOS INDUSTRIAIS S.A/Plano_Remuneracao_3.pdf
PRIO S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do Conselho de Administração e Diretoria Estatutária O primeiro Plano de Opção de Compra de Ações da Companhia foi aprovado na Assembleia Geral Extraordinária da PRIO realizada em 22 de dezembro de 2017"", ""Plano de Opção de Compra de Ações"", ""Plano de Opção de Compra de Ações da Companhia"", ""Plano de Opção de Compra de Ações (“Segundo Plano de Opção de Compra de Ações"", ""Plano de Opção de Compra de Ações continuará em vigor apenas em relação a todos os contratos de opção de compra de ações da Companhia celebrados"", ""Plano de Opção de Compra de Ações tenham se esgotado ou sido integralmente cumpridas"", ""Plano de remuneração baseado em ações""]",./PRIO S.A/Item_8-4_FRE.pdf
PRIO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA PRIO S"", ""Plano de Opção 1"", ""plano de opção de compra de ações de emissão da PRIO S"", ""Plano de Opção tem por objetivo (i) possibilitar a concessão de incentivos remuneratórios de longo prazo aos Participantes (conforme definidos no item 2"", ""Plano de Opção""]",./PRIO S.A/Plano_Remuneracao_1.pdf
PRIVALIA BRASIL S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA PRIVALIA BRASIL S"", ""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./PRIVALIA BRASIL S.A/Plano_Remuneracao_1.pdf
PRIVALIA BRASIL S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA PRIVALIA BRASIL S"", ""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./PRIVALIA BRASIL S.A/Plano_Remuneracao_2.pdf
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A,Item_8-4_FRE.pdf,[],./QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A/Item_8-4_FRE.pdf
QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES (nos termos do Anexo B da Resolução CVM 81) 1"", ""Plano de Incentivo de Longo Prazo da Companhia"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A/Plano_Remuneracao_1.pdf
QUALITY SOFTWARE S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./QUALITY SOFTWARE S.A/Item_8-4_FRE.pdf
QUALITY SOFTWARE S.A,Plano_Remuneracao_1.pdf,[],./QUALITY SOFTWARE S.A/Plano_Remuneracao_1.pdf
RAIA DROGASIL S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./RAIA DROGASIL S.A/Item_8-4_FRE.pdf
RAIA DROGASIL S.A,Plano_Remuneracao_1.pdf,"[""Plano de Outorga de Ações Restritas de 15 de setembro de 2020 O Plano de Outorga de Ações Restritas""]",./RAIA DROGASIL S.A/Plano_Remuneracao_1.pdf
RAIA DROGASIL S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e pela legislação aplicável""]",./RAIA DROGASIL S.A/Plano_Remuneracao_2.pdf
RAIZEN S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração Baseado em Ações 1"", ""Plano de Remuneração Baseado em Ações da Raízen S"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia ou de outras sociedades sob o seu controle direto ou indireto da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração baseada em ações"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES"", ""Plano de Remuneração Baseado em Ações""]",./RAIZEN S.A/Plano_Remuneracao_1.pdf
REAG INVESTIMENTOS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações a"", ""Plano de Outorga de Opções de Compra de Ações Em Assembleia Geral Ordinária e Extraordinária realizada em 26 de fevereiro de 2021"", ""Plano de Outorga de Opções de Compra de Ações"", ""Plano de remuneração baseado em ações""]",./REAG INVESTIMENTOS S.A/Item_8-4_FRE.pdf
REAG INVESTIMENTOS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA DE AÇÕES DA GETNINJAS S"", ""Plano de Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável""]",./REAG INVESTIMENTOS S.A/Plano_Remuneracao_1.pdf
REDE DOR SÃO LUIZ S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA REDE D"", ""Plano de Outorga de Ações Restritas é regido pelas disposições abaixo e"", ""Plano de Outorga de Ações Restritas""]",./REDE DOR SÃO LUIZ S.A/Plano_Remuneracao_1.pdf
RIO ALTO ENERGIAS RENOVÁVEIS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações da Companhia (“Plano"", ""plano de remuneração baseado em ações""]",./RIO ALTO ENERGIAS RENOVÁVEIS S.A/Item_8-4_FRE.pdf
RIO ALTO ENERGIAS RENOVÁVEIS S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES Aprovado na Assembleia Geral Extraordinária realizada no dia 12 de janeiro de 2021 1"", ""Plano de Ações 1"", ""plano de opção de compra de ações da RIO ALTO ENERGIAS RENOVÁVEIS S"", ""Plano de Ações os administradores""]",./RIO ALTO ENERGIAS RENOVÁVEIS S.A/Plano_Remuneracao_1.pdf
RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES (aprovado pela Assembleia Geral Extraordinária realizada em 24 de abril de 2015) 1"", ""Plano de Opção de Compra de Ações da Rumo Logística Operadora Multimodal S"", ""Plano de Opção de Compra de Ações da ALL aprovado em 1º de abril de 1999 (“Plano ALL""]",./RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A/Plano_Remuneracao_1.pdf
RUMO S.A,Item_8-4_FRE.pdf,"[""Plano de Remuneração Baseada em Ações (denominado “Plano de Ações"", ""Plano de Opção de Compra de Ações (denominado “Plano de Opções"", ""Plano de Remuneração Baseada em Ações Em 19 de dezembro de 2016"", ""Plano de Remuneração Baseada em Ações""]",./RUMO S.A/Item_8-4_FRE.pdf
RUMO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES Aprovado pela Assembleia Geral Extraordinária da Rumo Logística Operadora Multimodal S"", ""Plano de Opção de Compra de Ações da Rumo S""]",./RUMO S.A/Plano_Remuneracao_1.pdf
RUMO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração em Ações 1"", ""Plano de Remuneração em Ações da Rumo S"", ""Plano de Ações"", ""Plano de Ações os administradores ou empregados da Companhia ou de outras sociedades sob o controle direto ou indireto da Companhia (“Participantes"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração da Companhia"", ""Plano de Ações (“Comitê"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração baseada em ações"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES""]",./RUMO S.A/Plano_Remuneracao_2.pdf
SANTOS BRASIL PARTICIPACOES S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações é administrado pelo Conselho de Administração"", ""plano de remuneração baseado em ações""]",./SANTOS BRASIL PARTICIPACOES S.A/Item_8-4_FRE.pdf
SANTOS BRASIL PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO ATRELADO A AÇÕES Este Plano de Incentivo Atrelado a Ações (“Plano"", ""Plano de Incentivo Atrelado a Ações""]",./SANTOS BRASIL PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
SANTOS BRASIL PARTICIPACOES S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Opção de Compra de Ações""]",./SANTOS BRASIL PARTICIPACOES S.A/Plano_Remuneracao_2.pdf
SANTOS BRASIL PARTICIPACOES S.A,Plano_Remuneracao_3.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES 1"", ""Plano de Opção de Compra de Ações""]",./SANTOS BRASIL PARTICIPACOES S.A/Plano_Remuneracao_3.pdf
SAO CARLOS EMPREEND E PARTICIPACOES S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações Em relação ao plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Compra de Ações No âmbito do Plano de Opção de Compra de Ações da Companhia (o “Plano de Opção"", ""Plano de Opção foi aprovado pela Assembleia Geral Extraordinária realizada em 29 de setembro de 2006 e teve algumas de suas disposições alteradas na Assembleia Geral Extraordinária realizada (cumulativamente com uma Assembleia Geral Ordinária) em 30 de abril de 2010"", ""Plano de remuneração baseado em ações Em relação ao plano de remuneração baseado em ações""]",./SAO CARLOS EMPREEND E PARTICIPACOES S.A/Item_8-4_FRE.pdf
SAO CARLOS EMPREEND E PARTICIPACOES S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES 1"", ""Plano de Remuneração em Ações 1"", ""Plano de Remuneração Baseado em Ações da São Carlos Empreendimentos e Participações S"", ""Plano de Ações"", ""Plano de Ações os administradores"", ""Plano de Ações 3"", ""Plano de Ações será administrado pelo Conselho de Administração ou"", ""Plano de Ações (“Comitê"", ""Plano de Ações e"", ""Plano de Ações e para a remuneração baseada em ações (“Ações Restritas"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES"", ""Plano de Remuneração Baseado em Ações""]",./SAO CARLOS EMPREEND E PARTICIPACOES S.A/Plano_Remuneracao_1.pdf
SAO CARLOS EMPREEND E PARTICIPACOES S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES APROVADO EM ASSEMBLEIA GERAL EXTRAORDINÁRIA REALIZADA EM 30 DE ABRIL DE 2012 E COM ADITAMENTO APROVADO PELA ASSEMBLEIA GERAL EXTRAORDINÁRIA REALIZADA EM 23 DE MAIO DE 2018 1"", ""Plano de Opção de Compra de Ações da SÃO CARLOS EMPREENDIMENTOS E PARTICIPAÇÕES S""]",./SAO CARLOS EMPREEND E PARTICIPACOES S.A/Plano_Remuneracao_2.pdf
SELF IT ACADEMIAS HOLDING S.A,Plano_Remuneracao_1.pdf,[],./SELF IT ACADEMIAS HOLDING S.A/Plano_Remuneracao_1.pdf
SENIOR SISTEMAS S.A,Item_8-4_FRE.pdf,"[""Plano de Remuneração Baseado em Ações Principais objetivos dos Incentivos de Longo Prazo"", ""Plano de Ações tem por objetivo conceder aos Participantes uma oportunidade de receber Ações Restritas"", ""Plano de Ações possibilitam aos beneficiários se tornarem acionistas da Companhia em condições diferenciadas"", ""Plano de Ações são elementos importantes da estratégia de remuneração da Companhia"", ""Plano de Ações trazem mecanismos que permitem o alinhamento de interesses dos Participantes em diferentes horizontes de tempo (c"", ""Plano de Remuneração Baseado em Ações""]",./SENIOR SISTEMAS S.A/Item_8-4_FRE.pdf
SENIOR SISTEMAS S.A,Plano_Remuneracao_2.pdf,[],./SENIOR SISTEMAS S.A/Plano_Remuneracao_2.pdf
SENIOR SISTEMAS S.A,Plano_Remuneracao_3.pdf,[],./SENIOR SISTEMAS S.A/Plano_Remuneracao_3.pdf
SENIOR SISTEMAS S.A,Plano_Remuneracao_4.pdf,[],./SENIOR SISTEMAS S.A/Plano_Remuneracao_4.pdf
SER EDUCACIONAL S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""plano de remuneração baseado em ações""]",./SER EDUCACIONAL S.A/Item_8-4_FRE.pdf
SER EDUCACIONAL S.A,Plano_Remuneracao_1.pdf,[],./SER EDUCACIONAL S.A/Plano_Remuneracao_1.pdf
SERENA ENERGIA S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga de Opções de Compra de Ações da Companhia Os acionistas da Companhia aprovaram o Primeiro Plano de Outorga de Opções de Compra de Ações da Companhia"", ""plano de remuneração baseado em ações""]",./SERENA ENERGIA S.A/Item_8-4_FRE.pdf
SERENA ENERGIA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Incentivo de Longo Prazo OMEGA ENERGIA S"", ""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA OMEGA ENERGIA S"", ""plano de outorga de opções de compra de ações de emissão da Omega Energia S""]",./SERENA ENERGIA S.A/Plano_Remuneracao_1.pdf
SERENA ENERGIA S.A,Plano_Remuneracao_2.pdf,"[""Plano de Incentivo de Longo Prazo OMEGA ENERGIA S"", ""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA OMEGA ENERGIA S"", ""plano de outorga de opções de compra de ações de emissão da Omega Energia S""]",./SERENA ENERGIA S.A/Plano_Remuneracao_2.pdf
SERENA ENERGIA S.A,Plano_Remuneracao_3.pdf,"[""Plano de Incentivo de Longo Prazo OMEGA ENERGIA S"", ""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA OMEGA ENERGIA S"", ""plano de outorga de opções de compra de ações de emissão da Omega Energia S""]",./SERENA ENERGIA S.A/Plano_Remuneracao_3.pdf
SERENA ENERGIA S.A,Plano_Remuneracao_4.pdf,"[""Plano de Incentivo de Longo Prazo OMEGA ENERGIA S"", ""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA OMEGA ENERGIA S"", ""plano de outorga de opções de compra de ações de emissão da Omega Energia S""]",./SERENA ENERGIA S.A/Plano_Remuneracao_4.pdf
SERENA GERACAO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OUTORGA DE OPÇÕES DE COMPRA DE AÇÕES DA OMEGA GERAÇÃO S"", ""Plano de Outorga de Opções de Compra de Ações da Omega Geração S""]",./SERENA GERACAO S.A/Plano_Remuneracao_1.pdf
SIMPAR S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações"", ""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção A Assembleia Geral de Acionistas da Companhia aprovou"", ""Plano de Opção de Compra de Ações de emissão da Companhia que estabelece os termos e condições gerais para a outorga de opções de compra de ações ordinárias de emissão da Companhia"", ""plano de remuneração baseado em ações""]",./SIMPAR S.A/Item_8-4_FRE.pdf
SIMPAR S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE AÇÕES RESTRITAS E MATCHING DA SIMPAR S"", ""Plano de Ações Restritas e Matching (“Plano""]",./SIMPAR S.A/Plano_Remuneracao_1.pdf
SIMPAR S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES DA SIMPAR S"", ""Plano de Opção de compra de ações da Simpar S""]",./SIMPAR S.A/Plano_Remuneracao_2.pdf
SINQIA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE OPÇÃO DE COMPRA OU SUBSCRIÇÃO DE AÇÕES Aprovado em Assembleia Geral Extraordinária de 27"", ""Plano de Outorga de Opção de Compra ou Subscrição de Ações (“Plano""]",./SINQIA S.A/Plano_Remuneracao_2.pdf
SLC AGRICOLA S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Opção de Ações tem por objeto a outorga de opções de compra de ações de emissão da SLC AGRÍCOLA S"", ""plano de remuneração baseado em ações""]",./SLC AGRICOLA S.A/Item_8-4_FRE.pdf
SLC AGRICOLA S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE OUTORGA DE AÇÕES RESTRITAS DA SLC AGRÍCOLA S"", ""PLANO DE OUTORGA DE AÇÕES RESTRITAS O presente Plano de Outorga de Ações Restritas é regido pelas disposições abaixo""]",./SLC AGRICOLA S.A/Plano_Remuneracao_2.pdf
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A,Item_8-4_FRE.pdf,"[""Plano de Opção de Compra de Ações (“Plano de Opção"", ""Plano de Opção e às disposições dos contratos de outorga de opção de compra de ações (“Contratos de Opção"", ""Plano de Incentivo de Longo Prazo com Ações Restritas da Companhia""]",./SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A/Item_8-4_FRE.pdf
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A,Plano_Remuneracao_1.pdf,"[""Plano de Incentivo de Longo Prazo com Ações Restritas da Companhia PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS DA SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S"", ""PLANO DE INCENTIVO DE LONGO PRAZO COM AÇÕES RESTRITAS DA SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S"", ""Plano de Incentivo de Longo Prazo com Ações Restritas é regido pelas disposições abaixo""]",./SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A/Plano_Remuneracao_1.pdf
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A,Plano_Remuneracao_2.pdf,"[""Plano de Opção de Compra de Ações 1"", ""Plano de Opção de Compra de Ações (“Plano""]",./SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A/Plano_Remuneracao_2.pdf
SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A,Plano_Remuneracao_3.pdf,"[""plano de outorga de opção de compra de ações (“Opções""]",./SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A/Plano_Remuneracao_3.pdf
SMILES FIDELIDADE S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO PLANO DE INCENTIVOS DE LONGO PRAZO - OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Incentivos de Longo Prazo - Opção de Compra de Ações é regido pelas disposições abaixo e pela legislação aplicável"", ""Plano de Incentivos de Longo Prazo"", ""Plano de Ações Restritas da Smiles""]",./SMILES FIDELIDADE S.A/Plano_Remuneracao_1.pdf
SOLAR BEBIDAS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações Em relação ao plano de remuneração baseado em ações do Conselho de Administração e da diretoria estatutária"", ""Plano de Incentivo de Longo Prazo com Ações Restritas No âmbito do Plano de Incentivo de Longo Prazo com Ações Restritas da Companhia (“Plano"", ""Plano de remuneração baseado em ações Em relação ao plano de remuneração baseado em ações""]",./SOLAR BEBIDAS S.A/Item_8-4_FRE.pdf
SOLAR BEBIDAS S.A,Plano_Remuneracao_1.pdf,[],./SOLAR BEBIDAS S.A/Plano_Remuneracao_1.pdf
SOLAR BEBIDAS S.A,Plano_Remuneracao_2.pdf,[],./SOLAR BEBIDAS S.A/Plano_Remuneracao_2.pdf
SUZANO S.A,Item_8-4_FRE.pdf,"[""Plano de Outorga de Ações Fantasmas (Phantom Shares"", ""Plano de Outorga de Ações com Performance (Performance Shares"", ""Plano de Outorga de Ações com Performance (Performance Shares) e do Plano de Outorga de Ações Fantasmas (Phantom Shares""]",./SUZANO S.A/Item_8-4_FRE.pdf
SUZANO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA SUZANO S"", ""Plano de Outorga de Ações Fantasma (Phantom Shares) 1""]",./SUZANO S.A/Plano_Remuneracao_1.pdf
SUZANO S.A,Plano_Remuneracao_2.pdf,"[""PLANO DE INCENTIVO DE LONGO PRAZO DA SUZANO S"", ""Plano de Outorga de Ações com Performance 1""]",./SUZANO S.A/Plano_Remuneracao_2.pdf
T4F ENTRETENIMENTO S.A,Item_8-4_FRE.pdf,"[""Plano de Outorga de Ações da Companhia (“Plano""]",./T4F ENTRETENIMENTO S.A/Item_8-4_FRE.pdf
T4F ENTRETENIMENTO S.A,Plano_Remuneracao_1.pdf,"[""PLANO DE OPÇÃO DE COMPRA DE AÇÕES O presente Plano de Opção de Compra de Ações da T4F ENTRETENIMENTO S""]",./T4F ENTRETENIMENTO S.A/Plano_Remuneracao_1.pdf
TAURUS ARMAS S.A,Item_8-4_FRE.pdf,"[""Plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária em vigor no último exercício social e previsto para o exercício social corrente"", ""Plano de Stock Grant aprovado pela Assembleia Geral Extraordinária e Ordinária de 28 de abril de 2023 em substituição ao Plano de Opção e Primeiro Programa do Plano de Stock Grant"", ""Plano de Outorga de Opção de Compra de Ações (“Plano de Opção"", ""Plano de Remuneração Baseado em Ações (“Plano de Stock Grant"", ""Plano de Opção pelo Plano de Stock Grant"", ""Plano de Stock Grant é baseado no conceito de outorga gratuita de ações (stock grant"", ""Plano de remuneração baseado em ações"", ""Plano de Remuneração Baseado em Ações""]",./TAURUS ARMAS S.A/Item_8-4_FRE.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_1.pdf,"[""Plano de Remuneração Baseado em Ações aprovado pela Assembleia Geral Extraordinária e Ordinária em 28 de abril de 2023 (“Plano"", ""Plano de Remuneração Baseado em Ações poderão ensejar a entrega de até 2"", ""Plano de Remuneração Baseado em Ações""]",./TAURUS ARMAS S.A/Plano_Remuneracao_1.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_2.pdf,"[""Plano de Remuneração Baseado em Ações aprovado pela Assembleia Geral Extraordinária e Ordinária em 28 de abril de 2023 (“Plano"", ""Plano de Remuneração Baseado em Ações poderão ensejar a entrega de até 2"", ""Plano de Remuneração Baseado em Ações""]",./TAURUS ARMAS S.A/Plano_Remuneracao_2.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_3.pdf,"[""Plano de Remuneração Baseado em Ações aprovado pela Assembleia Geral Extraordinária e Ordinária em 28 de abril de 2023 (“Plano"", ""Plano de Outorga de Opções de Compra de Ações da Companhia aprovado pela Assembleia Geral Ordinária e Extraordinária da Companhia em 26 de abril de 2021"", ""Plano de Remuneração Baseado em Ações""]",./TAURUS ARMAS S.A/Plano_Remuneracao_3.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_4.pdf,"[""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES DA TAURUS ARMAS S"", ""Plano de Remuneração Baseado em Ações da Taurus Armas S"", ""Plano de Outorga de Opções de Compra de Ações da Companhia aprovado pela Assembleia Geral Ordinária e Extraordinária da Companhia em 26 de abril de 2021"", ""PLANO DE REMUNERAÇÃO BASEADO EM AÇÕES"", ""Plano de Remuneração Baseado em Ações""]",./TAURUS ARMAS S.A/Plano_Remuneracao_4.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_7.pdf,[],./TAURUS ARMAS S.A/Plano_Remuneracao_7.pdf
TAURUS ARMAS S.A,Plano_Remuneracao_8.pdf,[],./TAURUS ARMAS S.A/Plano_Remuneracao_8.pdf
TC S.A,Item_8-4_FRE.pdf,"[""plano de remuneração baseado em ações do conselho de administração e da diretoria estatutária"", ""Plano de Outorga da Opção de Compra de Ações da Companhia (“SOP"", ""plano de remuneração baseado em ações""]",./TC S.A/Item_8-4_FRE.pdf
